"Time (CET)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"23.10.2019 21:15 - 23.10.2019 21:30","58286","61876"
"23.10.2019 21:30 - 23.10.2019 21:45","57420","61057"
"23.10.2019 21:45 - 23.10.2019 22:00","56576","60305"
"23.10.2019 22:00 - 23.10.2019 22:15","56030","59548"
"23.10.2019 22:15 - 23.10.2019 22:30","55141","58462"
"23.10.2019 22:30 - 23.10.2019 22:45","53984","57105"
"23.10.2019 22:45 - 23.10.2019 23:00","53021","56035"
"23.10.2019 23:00 - 23.10.2019 23:15","51752","54315"
"23.10.2019 23:15 - 23.10.2019 23:30","50841","53335"
"23.10.2019 23:30 - 23.10.2019 23:45","50006","52514"
"23.10.2019 23:45 - 24.10.2019 00:00","49227","51402"
"24.10.2019 00:00 - 24.10.2019 00:15","48119","50067"
"24.10.2019 00:15 - 24.10.2019 00:30","47475","49564"
"24.10.2019 00:30 - 24.10.2019 00:45","46887","48954"
"24.10.2019 00:45 - 24.10.2019 01:00","46436","48572"
"24.10.2019 01:00 - 24.10.2019 01:15","46036","47848"
"24.10.2019 01:15 - 24.10.2019 01:30","45751","47253"
"24.10.2019 01:30 - 24.10.2019 01:45","45351","46982"
"24.10.2019 01:45 - 24.10.2019 02:00","45161","46428"
"24.10.2019 02:00 - 24.10.2019 02:15","44660","45970"
"24.10.2019 02:15 - 24.10.2019 02:30","44528","45692"
"24.10.2019 02:30 - 24.10.2019 02:45","44523","45770"
"24.10.2019 02:45 - 24.10.2019 03:00","44620","45839"
"24.10.2019 03:00 - 24.10.2019 03:15","44785","46023"
"24.10.2019 03:15 - 24.10.2019 03:30","44805","46079"
"24.10.2019 03:30 - 24.10.2019 03:45","44874","46001"
"24.10.2019 03:45 - 24.10.2019 04:00","45034","46306"
"24.10.2019 04:00 - 24.10.2019 04:15","45524","46975"
"24.10.2019 04:15 - 24.10.2019 04:30","45870","47632"
"24.10.2019 04:30 - 24.10.2019 04:45","46442","48360"
"24.10.2019 04:45 - 24.10.2019 05:00","46944","49094"
"24.10.2019 05:00 - 24.10.2019 05:15","48342","50362"
"24.10.2019 05:15 - 24.10.2019 05:30","49124","51124"
"24.10.2019 05:30 - 24.10.2019 05:45","50167","52209"
"24.10.2019 05:45 - 24.10.2019 06:00","51626","53818"
"24.10.2019 06:00 - 24.10.2019 06:15","54503","57176"
"24.10.2019 06:15 - 24.10.2019 06:30","56722","59312"
"24.10.2019 06:30 - 24.10.2019 06:45","58494","61435"
"24.10.2019 06:45 - 24.10.2019 07:00","59928","63155"
"24.10.2019 07:00 - 24.10.2019 07:15","61820","65274"
"24.10.2019 07:15 - 24.10.2019 07:30","62782","66462"
"24.10.2019 07:30 - 24.10.2019 07:45","63691","67183"
"24.10.2019 07:45 - 24.10.2019 08:00","64398","67970"
"24.10.2019 08:00 - 24.10.2019 08:15","64598","68729"
"24.10.2019 08:15 - 24.10.2019 08:30","64964","69058"
"24.10.2019 08:30 - 24.10.2019 08:45","65163","69307"
"24.10.2019 08:45 - 24.10.2019 09:00","65169","69177"
"24.10.2019 09:00 - 24.10.2019 09:15","65013","68935"
"24.10.2019 09:15 - 24.10.2019 09:30","65344","69116"
"24.10.2019 09:30 - 24.10.2019 09:45","65638","69547"
"24.10.2019 09:45 - 24.10.2019 10:00","65947","69585"
"24.10.2019 10:00 - 24.10.2019 10:15","65866","69177"
"24.10.2019 10:15 - 24.10.2019 10:30","65979","69425"
"24.10.2019 10:30 - 24.10.2019 10:45","66300","69782"
"24.10.2019 10:45 - 24.10.2019 11:00","66629","69941"
"24.10.2019 11:00 - 24.10.2019 11:15","66849","69786"
"24.10.2019 11:15 - 24.10.2019 11:30","66984","69814"
"24.10.2019 11:30 - 24.10.2019 11:45","67253","69976"
"24.10.2019 11:45 - 24.10.2019 12:00","67318","70103"
"24.10.2019 12:00 - 24.10.2019 12:15","66997","69886"
"24.10.2019 12:15 - 24.10.2019 12:30","66813","69720"
"24.10.2019 12:30 - 24.10.2019 12:45","66784","69731"
"24.10.2019 12:45 - 24.10.2019 13:00","66751","70129"
"24.10.2019 13:00 - 24.10.2019 13:15","66725","70106"
"24.10.2019 13:15 - 24.10.2019 13:30","66771","69690"
"24.10.2019 13:30 - 24.10.2019 13:45","66069","69188"
"24.10.2019 13:45 - 24.10.2019 14:00","65491","68661"
"24.10.2019 14:00 - 24.10.2019 14:15","65520","68482"
"24.10.2019 14:15 - 24.10.2019 14:30","65443","68136"
"24.10.2019 14:30 - 24.10.2019 14:45","65277","67946"
"24.10.2019 14:45 - 24.10.2019 15:00","65071","67611"
"24.10.2019 15:00 - 24.10.2019 15:15","65147","67438"
"24.10.2019 15:15 - 24.10.2019 15:30","64677","66917"
"24.10.2019 15:30 - 24.10.2019 15:45","64364","66445"
"24.10.2019 15:45 - 24.10.2019 16:00","63948","65762"
"24.10.2019 16:00 - 24.10.2019 16:15","63740","66035"
"24.10.2019 16:15 - 24.10.2019 16:30","63276","65764"
"24.10.2019 16:30 - 24.10.2019 16:45","63422","65599"
"24.10.2019 16:45 - 24.10.2019 17:00","63264","65453"
"24.10.2019 17:00 - 24.10.2019 17:15","63444","65537"
"24.10.2019 17:15 - 24.10.2019 17:30","63566","65593"
"24.10.2019 17:30 - 24.10.2019 17:45","63711","66091"
"24.10.2019 17:45 - 24.10.2019 18:00","63971","66730"
"24.10.2019 18:00 - 24.10.2019 18:15","64232","68202"
"24.10.2019 18:15 - 24.10.2019 18:30","64687","69444"
"24.10.2019 18:30 - 24.10.2019 18:45","65424","70731"
"24.10.2019 18:45 - 24.10.2019 19:00","65718","71165"
"24.10.2019 19:00 - 24.10.2019 19:15","65935","71129"
"24.10.2019 19:15 - 24.10.2019 19:30","65514","70415"
"24.10.2019 19:30 - 24.10.2019 19:45","64877","70130"
"24.10.2019 19:45 - 24.10.2019 20:00","64386","69375"
"24.10.2019 20:00 - 24.10.2019 20:15","63211","67767"
"24.10.2019 20:15 - 24.10.2019 20:30","62097","66677"
"24.10.2019 20:30 - 24.10.2019 20:45","61133","65690"
"24.10.2019 20:45 - 24.10.2019 21:00","60051","64720"
"24.10.2019 21:00 - 24.10.2019 21:15","59309","63185"
"24.10.2019 21:15 - 24.10.2019 21:30","58560","62039"
"24.10.2019 21:30 - 24.10.2019 21:45","57727","61231"
"24.10.2019 21:45 - 24.10.2019 22:00","56790","59952"
"24.10.2019 22:00 - 24.10.2019 22:15","56230","59143"
"24.10.2019 22:15 - 24.10.2019 22:30","55300","58059"
"24.10.2019 22:30 - 24.10.2019 22:45","54139","56751"
"24.10.2019 22:45 - 24.10.2019 23:00","53282","55757"
"24.10.2019 23:00 - 24.10.2019 23:15","51936","54648"
"24.10.2019 23:15 - 24.10.2019 23:30","51069","53402"
"24.10.2019 23:30 - 24.10.2019 23:45","50270","52660"
"24.10.2019 23:45 - 25.10.2019 00:00","49351","52003"
"25.10.2019 00:00 - 25.10.2019 00:15","47681","49999"
"25.10.2019 00:15 - 25.10.2019 00:30","47037","49402"
"25.10.2019 00:30 - 25.10.2019 00:45","46496","49015"
"25.10.2019 00:45 - 25.10.2019 01:00","46126","48610"
"25.10.2019 01:00 - 25.10.2019 01:15","45661","47904"
"25.10.2019 01:15 - 25.10.2019 01:30","45263","47304"
"25.10.2019 01:30 - 25.10.2019 01:45","44746","47082"
"25.10.2019 01:45 - 25.10.2019 02:00","44485","46868"
"25.10.2019 02:00 - 25.10.2019 02:15","43956","45973"
"25.10.2019 02:15 - 25.10.2019 02:30","44009","45760"
"25.10.2019 02:30 - 25.10.2019 02:45","43954","45505"
"25.10.2019 02:45 - 25.10.2019 03:00","44012","45336"
"25.10.2019 03:00 - 25.10.2019 03:15","44084","45719"
"25.10.2019 03:15 - 25.10.2019 03:30","44267","45786"
"25.10.2019 03:30 - 25.10.2019 03:45","44275","45922"
"25.10.2019 03:45 - 25.10.2019 04:00","44441","46324"
"25.10.2019 04:00 - 25.10.2019 04:15","44994","47032"
"25.10.2019 04:15 - 25.10.2019 04:30","45414","47381"
"25.10.2019 04:30 - 25.10.2019 04:45","45860","48207"
"25.10.2019 04:45 - 25.10.2019 05:00","46578","48871"
"25.10.2019 05:00 - 25.10.2019 05:15","47906","50151"
"25.10.2019 05:15 - 25.10.2019 05:30","48635","51334"
"25.10.2019 05:30 - 25.10.2019 05:45","49666","52487"
"25.10.2019 05:45 - 25.10.2019 06:00","51185","54134"
"25.10.2019 06:00 - 25.10.2019 06:15","54279","57438"
"25.10.2019 06:15 - 25.10.2019 06:30","56377","59745"
"25.10.2019 06:30 - 25.10.2019 06:45","58104","61759"
"25.10.2019 06:45 - 25.10.2019 07:00","59734","63359"
"25.10.2019 07:00 - 25.10.2019 07:15","61572","65586"
"25.10.2019 07:15 - 25.10.2019 07:30","62462","67118"
"25.10.2019 07:30 - 25.10.2019 07:45","63022","68040"
"25.10.2019 07:45 - 25.10.2019 08:00","63491","68834"
"25.10.2019 08:00 - 25.10.2019 08:15","63996","69708"
"25.10.2019 08:15 - 25.10.2019 08:30","64143","70078"
"25.10.2019 08:30 - 25.10.2019 08:45","64582","70045"
"25.10.2019 08:45 - 25.10.2019 09:00","64698","69808"
"25.10.2019 09:00 - 25.10.2019 09:15","64358","69266"
"25.10.2019 09:15 - 25.10.2019 09:30","64615","69251"
"25.10.2019 09:30 - 25.10.2019 09:45","65211","69808"
"25.10.2019 09:45 - 25.10.2019 10:00","65311","69891"
"25.10.2019 10:00 - 25.10.2019 10:15","65337","69728"
"25.10.2019 10:15 - 25.10.2019 10:30","65693","69742"
"25.10.2019 10:30 - 25.10.2019 10:45","65809","70224"
"25.10.2019 10:45 - 25.10.2019 11:00","66184","70211"
"25.10.2019 11:00 - 25.10.2019 11:15","66383","70413"
"25.10.2019 11:15 - 25.10.2019 11:30","66796","70130"
"25.10.2019 11:30 - 25.10.2019 11:45","66831","70530"
"25.10.2019 11:45 - 25.10.2019 12:00","66997","70582"
"25.10.2019 12:00 - 25.10.2019 12:15","66561","70250"
"25.10.2019 12:15 - 25.10.2019 12:30","66242","69653"
"25.10.2019 12:30 - 25.10.2019 12:45","65925","69185"
"25.10.2019 12:45 - 25.10.2019 13:00","65709","68770"
"25.10.2019 13:00 - 25.10.2019 13:15","65262","68253"
"25.10.2019 13:15 - 25.10.2019 13:30","64786","67498"
"25.10.2019 13:30 - 25.10.2019 13:45","64257","66904"
"25.10.2019 13:45 - 25.10.2019 14:00","63803","66261"
"25.10.2019 14:00 - 25.10.2019 14:15","63384","65818"
"25.10.2019 14:15 - 25.10.2019 14:30","63301","65449"
"25.10.2019 14:30 - 25.10.2019 14:45","63176","64985"
"25.10.2019 14:45 - 25.10.2019 15:00","62936","64739"
"25.10.2019 15:00 - 25.10.2019 15:15","62775","64618"
"25.10.2019 15:15 - 25.10.2019 15:30","62250","64355"
"25.10.2019 15:30 - 25.10.2019 15:45","62144","64065"
"25.10.2019 15:45 - 25.10.2019 16:00","61729","63646"
"25.10.2019 16:00 - 25.10.2019 16:15","61560","63464"
"25.10.2019 16:15 - 25.10.2019 16:30","61307","63300"
"25.10.2019 16:30 - 25.10.2019 16:45","61401","63018"
"25.10.2019 16:45 - 25.10.2019 17:00","61183","63270"
"25.10.2019 17:00 - 25.10.2019 17:15","61341","63803"
"25.10.2019 17:15 - 25.10.2019 17:30","61497","63941"
"25.10.2019 17:30 - 25.10.2019 17:45","61635","64382"
"25.10.2019 17:45 - 25.10.2019 18:00","61809","64923"
"25.10.2019 18:00 - 25.10.2019 18:15","62121","65976"
"25.10.2019 18:15 - 25.10.2019 18:30","62578","67061"
"25.10.2019 18:30 - 25.10.2019 18:45","63372","68368"
"25.10.2019 18:45 - 25.10.2019 19:00","63692","68469"
"25.10.2019 19:00 - 25.10.2019 19:15","63747","68944"
"25.10.2019 19:15 - 25.10.2019 19:30","63138","68299"
"25.10.2019 19:30 - 25.10.2019 19:45","62648","67723"
"25.10.2019 19:45 - 25.10.2019 20:00","62275","67122"
"25.10.2019 20:00 - 25.10.2019 20:15","61242","66168"
"25.10.2019 20:15 - 25.10.2019 20:30","60034","64832"
"25.10.2019 20:30 - 25.10.2019 20:45","58981","63715"
"25.10.2019 20:45 - 25.10.2019 21:00","58031","62552"
"25.10.2019 21:00 - 25.10.2019 21:15","57204","61564"
"25.10.2019 21:15 - 25.10.2019 21:30","56514","60577"
"25.10.2019 21:30 - 25.10.2019 21:45","55596","59334"
"25.10.2019 21:45 - 25.10.2019 22:00","54671","58589"
"25.10.2019 22:00 - 25.10.2019 22:15","54060","57915"
"25.10.2019 22:15 - 25.10.2019 22:30","53177","56949"
"25.10.2019 22:30 - 25.10.2019 22:45","52139","56161"
"25.10.2019 22:45 - 25.10.2019 23:00","51292","55488"
"25.10.2019 23:00 - 25.10.2019 23:15","50093","53362"
"25.10.2019 23:15 - 25.10.2019 23:30","49207","52069"
"25.10.2019 23:30 - 25.10.2019 23:45","48461","51057"
"25.10.2019 23:45 - 26.10.2019 00:00","47559","50396"
"26.10.2019 00:00 - 26.10.2019 00:15","47645","49877"
"26.10.2019 00:15 - 26.10.2019 00:30","46973","48988"
"26.10.2019 00:30 - 26.10.2019 00:45","46339","48366"
"26.10.2019 00:45 - 26.10.2019 01:00","45867","47849"
"26.10.2019 01:00 - 26.10.2019 01:15","45220","47401"
"26.10.2019 01:15 - 26.10.2019 01:30","44810","46770"
"26.10.2019 01:30 - 26.10.2019 01:45","44351","46804"
"26.10.2019 01:45 - 26.10.2019 02:00","44041","46425"
"26.10.2019 02:00 - 26.10.2019 02:15","43578","45634"
"26.10.2019 02:15 - 26.10.2019 02:30","43294","45606"
"26.10.2019 02:30 - 26.10.2019 02:45","43172","45302"
"26.10.2019 02:45 - 26.10.2019 03:00","43149","45546"
"26.10.2019 03:00 - 26.10.2019 03:15","43155","45681"
"26.10.2019 03:15 - 26.10.2019 03:30","42753","45450"
"26.10.2019 03:30 - 26.10.2019 03:45","42751","45630"
"26.10.2019 03:45 - 26.10.2019 04:00","42849","45515"
"26.10.2019 04:00 - 26.10.2019 04:15","43064","45710"
"26.10.2019 04:15 - 26.10.2019 04:30","43558","46060"
"26.10.2019 04:30 - 26.10.2019 04:45","43716","46359"
"26.10.2019 04:45 - 26.10.2019 05:00","43912","46509"
"26.10.2019 05:00 - 26.10.2019 05:15","44291","46876"
"26.10.2019 05:15 - 26.10.2019 05:30","44341","47079"
"26.10.2019 05:30 - 26.10.2019 05:45","44497","47197"
"26.10.2019 05:45 - 26.10.2019 06:00","44937","47639"
"26.10.2019 06:00 - 26.10.2019 06:15","45908","48318"
"26.10.2019 06:15 - 26.10.2019 06:30","46585","49004"
"26.10.2019 06:30 - 26.10.2019 06:45","47433","49505"
"26.10.2019 06:45 - 26.10.2019 07:00","48095","50153"
"26.10.2019 07:00 - 26.10.2019 07:15","49277","51092"
"26.10.2019 07:15 - 26.10.2019 07:30","49965","51686"
"26.10.2019 07:30 - 26.10.2019 07:45","50840","52781"
"26.10.2019 07:45 - 26.10.2019 08:00","51846","53317"
"26.10.2019 08:00 - 26.10.2019 08:15","52524","54441"
"26.10.2019 08:15 - 26.10.2019 08:30","52992","54713"
"26.10.2019 08:30 - 26.10.2019 08:45","53814","55682"
"26.10.2019 08:45 - 26.10.2019 09:00","54415","56313"
"26.10.2019 09:00 - 26.10.2019 09:15","55049","56908"
"26.10.2019 09:15 - 26.10.2019 09:30","55754","57554"
"26.10.2019 09:30 - 26.10.2019 09:45","56254","57955"
"26.10.2019 09:45 - 26.10.2019 10:00","56585","58389"
"26.10.2019 10:00 - 26.10.2019 10:15","57013","58447"
"26.10.2019 10:15 - 26.10.2019 10:30","57497","58895"
"26.10.2019 10:30 - 26.10.2019 10:45","57657","58829"
"26.10.2019 10:45 - 26.10.2019 11:00","57893","59204"
"26.10.2019 11:00 - 26.10.2019 11:15","58038","59872"
"26.10.2019 11:15 - 26.10.2019 11:30","58316","60251"
"26.10.2019 11:30 - 26.10.2019 11:45","58445","60313"
"26.10.2019 11:45 - 26.10.2019 12:00","58612","60067"
"26.10.2019 12:00 - 26.10.2019 12:15","58075","59895"
"26.10.2019 12:15 - 26.10.2019 12:30","57658","59546"
"26.10.2019 12:30 - 26.10.2019 12:45","57388","59297"
"26.10.2019 12:45 - 26.10.2019 13:00","56983","59013"
"26.10.2019 13:00 - 26.10.2019 13:15","56540","58956"
"26.10.2019 13:15 - 26.10.2019 13:30","56198","58558"
"26.10.2019 13:30 - 26.10.2019 13:45","55663","57691"
"26.10.2019 13:45 - 26.10.2019 14:00","55106","57388"
"26.10.2019 14:00 - 26.10.2019 14:15","54535","56894"
"26.10.2019 14:15 - 26.10.2019 14:30","54313","56483"
"26.10.2019 14:30 - 26.10.2019 14:45","54090","56057"
"26.10.2019 14:45 - 26.10.2019 15:00","53798","56009"
"26.10.2019 15:00 - 26.10.2019 15:15","53900","55808"
"26.10.2019 15:15 - 26.10.2019 15:30","53586","55318"
"26.10.2019 15:30 - 26.10.2019 15:45","53500","55068"
"26.10.2019 15:45 - 26.10.2019 16:00","53472","54448"
"26.10.2019 16:00 - 26.10.2019 16:15","53438","54535"
"26.10.2019 16:15 - 26.10.2019 16:30","53151","54707"
"26.10.2019 16:30 - 26.10.2019 16:45","53470","54798"
"26.10.2019 16:45 - 26.10.2019 17:00","53431","55080"
"26.10.2019 17:00 - 26.10.2019 17:15","53908","55229"
"26.10.2019 17:15 - 26.10.2019 17:30","54133","55761"
"26.10.2019 17:30 - 26.10.2019 17:45","54502","56440"
"26.10.2019 17:45 - 26.10.2019 18:00","54779","57243"
"26.10.2019 18:00 - 26.10.2019 18:15","55497","58420"
"26.10.2019 18:15 - 26.10.2019 18:30","56020","59863"
"26.10.2019 18:30 - 26.10.2019 18:45","56751","60880"
"26.10.2019 18:45 - 26.10.2019 19:00","56908","60862"
"26.10.2019 19:00 - 26.10.2019 19:15","57083","60843"
"26.10.2019 19:15 - 26.10.2019 19:30","56585","59903"
"26.10.2019 19:30 - 26.10.2019 19:45","56299","59336"
"26.10.2019 19:45 - 26.10.2019 20:00","55683","58821"
"26.10.2019 20:00 - 26.10.2019 20:15","54650","57542"
"26.10.2019 20:15 - 26.10.2019 20:30","53418","56217"
"26.10.2019 20:30 - 26.10.2019 20:45","52622","55163"
"26.10.2019 20:45 - 26.10.2019 21:00","51808","54291"
"26.10.2019 21:00 - 26.10.2019 21:15","51142","54192"
"26.10.2019 21:15 - 26.10.2019 21:30","50483","53626"
"26.10.2019 21:30 - 26.10.2019 21:45","50005","52729"
"26.10.2019 21:45 - 26.10.2019 22:00","49631","52361"
"26.10.2019 22:00 - 26.10.2019 22:15","49564","52631"
"26.10.2019 22:15 - 26.10.2019 22:30","48979","51985"
"26.10.2019 22:30 - 26.10.2019 22:45","48101","51122"
"26.10.2019 22:45 - 26.10.2019 23:00","47496","50242"
"26.10.2019 23:00 - 26.10.2019 23:15","46549","49410"
"26.10.2019 23:15 - 26.10.2019 23:30","45889","48567"
"26.10.2019 23:30 - 26.10.2019 23:45","45217","48041"
"26.10.2019 23:45 - 27.10.2019 00:00","44427","47265"
"27.10.2019 00:00 - 27.10.2019 00:15","42887","46089"
"27.10.2019 00:15 - 27.10.2019 00:30","42248","45307"
"27.10.2019 00:30 - 27.10.2019 00:45","41550","44931"
"27.10.2019 00:45 - 27.10.2019 01:00","41112","44240"
"27.10.2019 01:00 - 27.10.2019 01:15","40602","43681"
"27.10.2019 01:15 - 27.10.2019 01:30","N/A","43271"
"27.10.2019 01:30 - 27.10.2019 01:45","N/A","42661"
"27.10.2019 01:45 - 27.10.2019 02:00","N/A","41982"
"27.10.2019 02:00 - 27.10.2019 02:15","N/A","41739"
"27.10.2019 02:15 - 27.10.2019 02:30","N/A","41563"
"27.10.2019 02:30 - 27.10.2019 02:45","N/A","41203"
"27.10.2019 02:45 - 27.10.2019 03:00","N/A","41124"
"27.10.2019 02:00 - 27.10.2019 02:15","N/A","40950"
"27.10.2019 02:15 - 27.10.2019 02:30","N/A","40631"
"27.10.2019 02:30 - 27.10.2019 02:45","N/A","40660"
"27.10.2019 02:45 - 27.10.2019 03:00","N/A","40459"
"27.10.2019 03:00 - 27.10.2019 03:15","N/A","40654"
"27.10.2019 03:15 - 27.10.2019 03:30","N/A","40596"
"27.10.2019 03:30 - 27.10.2019 03:45","N/A","40862"
"27.10.2019 03:45 - 27.10.2019 04:00","N/A","40986"
"27.10.2019 04:00 - 27.10.2019 04:15","N/A","41372"
"27.10.2019 04:15 - 27.10.2019 04:30","N/A","41208"
"27.10.2019 04:30 - 27.10.2019 04:45","N/A","41128"
"27.10.2019 04:45 - 27.10.2019 05:00","N/A","41280"
"27.10.2019 05:00 - 27.10.2019 05:15","N/A","41361"
"27.10.2019 05:15 - 27.10.2019 05:30","N/A","41336"
"27.10.2019 05:30 - 27.10.2019 05:45","N/A","41598"
"27.10.2019 05:45 - 27.10.2019 06:00","N/A","41659"
"27.10.2019 06:00 - 27.10.2019 06:15","N/A","42123"
"27.10.2019 06:15 - 27.10.2019 06:30","N/A","42466"
"27.10.2019 06:30 - 27.10.2019 06:45","N/A","42697"
"27.10.2019 06:45 - 27.10.2019 07:00","N/A","43053"
"27.10.2019 07:00 - 27.10.2019 07:15","N/A","44423"
"27.10.2019 07:15 - 27.10.2019 07:30","N/A","45003"
"27.10.2019 07:30 - 27.10.2019 07:45","N/A","45862"
"27.10.2019 07:45 - 27.10.2019 08:00","N/A","46489"
"27.10.2019 08:00 - 27.10.2019 08:15","N/A","47590"
"27.10.2019 08:15 - 27.10.2019 08:30","N/A","47955"
"27.10.2019 08:30 - 27.10.2019 08:45","N/A","48790"
"27.10.2019 08:45 - 27.10.2019 09:00","N/A","49563"
"27.10.2019 09:00 - 27.10.2019 09:15","N/A","50193"
"27.10.2019 09:15 - 27.10.2019 09:30","N/A","50857"
"27.10.2019 09:30 - 27.10.2019 09:45","N/A","51712"
"27.10.2019 09:45 - 27.10.2019 10:00","N/A","51832"
"27.10.2019 10:00 - 27.10.2019 10:15","N/A","52506"
"27.10.2019 10:15 - 27.10.2019 10:30","N/A","52794"
"27.10.2019 10:30 - 27.10.2019 10:45","N/A","53114"
"27.10.2019 10:45 - 27.10.2019 11:00","N/A","53435"
"27.10.2019 11:00 - 27.10.2019 11:15","N/A","53574"
"27.10.2019 11:15 - 27.10.2019 11:30","N/A","54256"
"27.10.2019 11:30 - 27.10.2019 11:45","N/A","54557"
"27.10.2019 11:45 - 27.10.2019 12:00","N/A","54434"
"27.10.2019 12:00 - 27.10.2019 12:15","N/A","54575"
"27.10.2019 12:15 - 27.10.2019 12:30","N/A","54240"
"27.10.2019 12:30 - 27.10.2019 12:45","N/A","53708"
"27.10.2019 12:45 - 27.10.2019 13:00","N/A","53267"
"27.10.2019 13:00 - 27.10.2019 13:15","N/A","52573"
"27.10.2019 13:15 - 27.10.2019 13:30","N/A","51913"
"27.10.2019 13:30 - 27.10.2019 13:45","N/A","51463"
"27.10.2019 13:45 - 27.10.2019 14:00","N/A","50996"
"27.10.2019 14:00 - 27.10.2019 14:15","N/A","50594"
"27.10.2019 14:15 - 27.10.2019 14:30","N/A","50452"
"27.10.2019 14:30 - 27.10.2019 14:45","N/A","50539"
"27.10.2019 14:45 - 27.10.2019 15:00","N/A","50550"
"27.10.2019 15:00 - 27.10.2019 15:15","N/A","50159"
"27.10.2019 15:15 - 27.10.2019 15:30","N/A","50038"
"27.10.2019 15:30 - 27.10.2019 15:45","N/A","49918"
"27.10.2019 15:45 - 27.10.2019 16:00","N/A","49793"
"27.10.2019 16:00 - 27.10.2019 16:15","N/A","50399"
"27.10.2019 16:15 - 27.10.2019 16:30","N/A","50773"
"27.10.2019 16:30 - 27.10.2019 16:45","N/A","51414"
"27.10.2019 16:45 - 27.10.2019 17:00","N/A","51980"
"27.10.2019 17:00 - 27.10.2019 17:15","N/A","53507"
"27.10.2019 17:15 - 27.10.2019 17:30","N/A","55103"
"27.10.2019 17:30 - 27.10.2019 17:45","N/A","56874"
"27.10.2019 17:45 - 27.10.2019 18:00","N/A","57761"
"27.10.2019 18:00 - 27.10.2019 18:15","N/A","58517"
"27.10.2019 18:15 - 27.10.2019 18:30","N/A","58256"
"27.10.2019 18:30 - 27.10.2019 18:45","N/A","57929"
"27.10.2019 18:45 - 27.10.2019 19:00","N/A","57407"
"27.10.2019 19:00 - 27.10.2019 19:15","N/A","56894"
"27.10.2019 19:15 - 27.10.2019 19:30","N/A","56302"
"27.10.2019 19:30 - 27.10.2019 19:45","N/A","55775"
"27.10.2019 19:45 - 27.10.2019 20:00","N/A","55036"
"27.10.2019 20:00 - 27.10.2019 20:15","N/A","55041"
"27.10.2019 20:15 - 27.10.2019 20:30","N/A","54105"
"27.10.2019 20:30 - 27.10.2019 20:45","N/A","53155"
"27.10.2019 20:45 - 27.10.2019 21:00","N/A","52477"
"27.10.2019 21:00 - 27.10.2019 21:15","N/A","52162"
"27.10.2019 21:15 - 27.10.2019 21:30","N/A","51855"
"27.10.2019 21:30 - 27.10.2019 21:45","N/A","51405"
"27.10.2019 21:45 - 27.10.2019 22:00","N/A","51270"
"27.10.2019 22:00 - 27.10.2019 22:15","N/A","51362"
"27.10.2019 22:15 - 27.10.2019 22:30","N/A","50836"
"27.10.2019 22:30 - 27.10.2019 22:45","N/A","50096"
"27.10.2019 22:45 - 27.10.2019 23:00","N/A","49359"
"27.10.2019 23:00 - 27.10.2019 23:15","N/A","48665"
"27.10.2019 23:15 - 27.10.2019 23:30","N/A","47780"
"27.10.2019 23:30 - 27.10.2019 23:45","N/A","47109"
"27.10.2019 23:45 - 28.10.2019 00:00","N/A","46633"
"28.10.2019 00:00 - 28.10.2019 00:15","N/A","46737"
"28.10.2019 00:15 - 28.10.2019 00:30","N/A","46621"
"28.10.2019 00:30 - 28.10.2019 00:45","N/A","46317"
"28.10.2019 00:45 - 28.10.2019 01:00","N/A","46148"
"28.10.2019 01:00 - 28.10.2019 01:15","41303","46011"
"28.10.2019 01:15 - 28.10.2019 01:30","41238","45910"
"28.10.2019 01:30 - 28.10.2019 01:45","41096","45873"
"28.10.2019 01:45 - 28.10.2019 02:00","40780","45658"
"28.10.2019 02:00 - 28.10.2019 02:15","40874","45582"
"28.10.2019 02:15 - 28.10.2019 02:30","40880","45374"
"28.10.2019 02:30 - 28.10.2019 02:45","40848","45545"
"28.10.2019 02:45 - 28.10.2019 03:00","40948","45825"
"28.10.2019 03:00 - 28.10.2019 03:15","41167","46125"
"28.10.2019 03:15 - 28.10.2019 03:30","41039","46305"
"28.10.2019 03:30 - 28.10.2019 03:45","41248","46412"
"28.10.2019 03:45 - 28.10.2019 04:00","41421","46492"
"28.10.2019 04:00 - 28.10.2019 04:15","41950","47243"
"28.10.2019 04:15 - 28.10.2019 04:30","42811","47610"
"28.10.2019 04:30 - 28.10.2019 04:45","43270","48542"
"28.10.2019 04:45 - 28.10.2019 05:00","44076","49531"
"28.10.2019 05:00 - 28.10.2019 05:15","45736","51346"
"28.10.2019 05:15 - 28.10.2019 05:30","46511","52445"
"28.10.2019 05:30 - 28.10.2019 05:45","47858","53735"
"28.10.2019 05:45 - 28.10.2019 06:00","49525","55454"
"28.10.2019 06:00 - 28.10.2019 06:15","52729","58556"
"28.10.2019 06:15 - 28.10.2019 06:30","55165","61161"
"28.10.2019 06:30 - 28.10.2019 06:45","57048","63497"
"28.10.2019 06:45 - 28.10.2019 07:00","58836","65055"
"28.10.2019 07:00 - 28.10.2019 07:15","60686","66095"
"28.10.2019 07:15 - 28.10.2019 07:30","61658","66805"
"28.10.2019 07:30 - 28.10.2019 07:45","62375","67287"
"28.10.2019 07:45 - 28.10.2019 08:00","63034","68071"
"28.10.2019 08:00 - 28.10.2019 08:15","63577","68554"
